 tooth|019v|PFor writing as well from the left as from the right|p019v_2
 leather sleeves or bags|019v|Enemas|p019v_3
 sleeve|019v|Enemas|p019v_3
 syringe|019v|Enemas|p019v_3
 hair sieve|020r|@For making millas|p020r_1
 molds|020r|@For making millas|p020r_1
 hearth|020r|@For making millas|p020r_1
 molds|020r|@For making millas|p020r_1
 molds|020r|@For making millas|p020r_1
 hearth|020r|@For making millas|p020r_1
 molds|020r|@For making millas|p020r_1
 lids|020r|@For making millas|p020r_1
 molds|020r|@For making millas|p020r_1
 lids|020r|@For making millas|p020r_1
 embers|020r|@For making millas|p020r_1
 glass|020v|Against winds, colic, &c.|p020v_2
 candle|020v|Against winds, colic, &c.|p020v_2
 ladle|021r|Gunner|p021r_1
 mirrors|021r|For firing a cannon at night|p021r_2
 flasks|021r|For firing a cannon at night|p021r_2
 quadrant|021r|For firing a cannon at night|p021r_2
 plumb line|021r|For firing a cannon at night|p021r_2
 ruler|021r|For firing a cannon at night|p021r_2
 ruler|021v||p021r_2
 ruler|021v||p021r_2
 ruler|021v||p021r_2
 ruler|021v||p021r_2
 nail|021v|For unspiking a cannon|p021v_1
 trepan|021v|For unspiking a cannon|p021v_1
 screw|021v|For unspiking a cannon|p021v_1
 pestling|021v|Defense of a town|p021v_2
 pestled|021v|Defense of a town|p021v_2
 molds|021v|Defense of a town|p021v_2
 iron pegs|022v|Orgues|p022v_1
 ladles|022v|Orgues|p022v_1
 iron pegs|023r||p023r_1
 wimble|023r||p023r_1
 gimlet|023r||p023r_1
 screw|023r||p023r_1
 auger|023r||p023r_1
 short stick|023r||p023r_1
 pegs|023r||p023r_1
 pegs|023r||p023r_1
 stick|023r||p023r_1
 bar|023r||p023r_1
 string|023v||p023r_1
 cord|023v||p023r_1
 thread|023v||p023r_1
 cord|023v||p023r_1
 pestled|024r|Grenades|p024r_1
 pestled|024r|Grenades|p024r_1
 mortar|024r|Grenades|p024r_1
 shovels|024v|For bringing a canon over land|p024v_1
 bags|025r||p024v_1
 frails|025r||p024v_1
 frail|025r||p024v_1
 ladle|025r||p024v_1
 rammer|025r||p024v_1
 ladle|025r||p024v_1
 wooden bungs|025r||p024v_1
 bungs|025r||p024v_1
 wedges|025r||p024v_1
 compass|025v|Gunner|p025v_1
 model of paper|025v|Gunner|p025v_1
 blades|025v|Gunner|p025v_1
 borer|025v|Gunner|p025v_1
 borer|026r||p026r_1
 pestle|026r|Petard|p026r_2
 pestled|026r|Petard|p026r_2
 grilles|028v|Pewterers|p028v_1
 wheel|028v|Pewterers|p028v_1
 iron posnet|028v|Pewterers|p028v_1
 iron spoon|028v|Pewterers|p028v_1
 cold molds|028v|Pewterers|p028v_1
 molds|028v|Pewterers|p028v_1
 cloth|028v|Pewterers|p028v_1
 female mold|028v|Pewterers|p028v_1
 marble|029r|Stucco for molding|p029r_1
 oven|029r|Stucco for molding|p029r_1
 brush|029r|Stucco for molding|p029r_1
 marble|029r|Stucco for molding|p029r_1
 lead vessel|029r|Stucco for molding|p029r_1
 linen cloth|029v|Ground for gold|p029v_4
 mortar|029v|Extraction of oils|p029v_5
 pestling|029v|Extraction of oils|p029v_5
 glass bottle|029v|Dragon's blood|p029v_6
 stopper of the bottle|029v|Dragon's blood|p029v_6
 molds|030r|Pewterer|p030r_2
 mold|030r|Pewterer|p030r_2
 molds|030r|Pewterer|p030r_2
 grais mold|030r|Pewterer|p030r_2
 mold|030r|Pewterer|p030r_2
 metal molds|030r|Pewterer|p030r_2
 molds of grais|030r|Pewterer|p030r_2
 hammered|030r|Pewterer|p030r_2
 iron wheels|030r|Pewterer|p030r_2
 hammer|030v||p030r_2
 wheel|030v||p030r_2
 hammer|030v||p030r_2
 soldering iron|030v||p030r_2
 file|030v||p030r_2
 wheel|030v||p030r_2
 desgrusoue|030v||p030r_2
 desgrusouer|030v||p030r_2
 rope|030v||p030r_2
 rope|030v||p030r_2
 crossbar|030v||p030r_2
 wheel|030v||p030r_2
 esgrusouer|030v||p030r_2
 hand|030v||p030r_2
 desgrusouer|030v||p030r_2
 cutting iron|030v||p030r_2
 plane|030v||p030r_2
 nailed|030v||p030r_2
 plane|030v||p030r_2
 plane|030v||p030r_2
 esgrusouer|030v||p030r_2
 knife|030v||p030r_2
 sharp iron|030v||p030r_2
 hammers|031r||p030r_2
 anvils|031r||p030r_2
 filter|031r|Colored waters|p031r_2
 pinceau|031r|Fruit made from sugar|p031r_4
 finger|031r|Fruit made from sugar|p031r_4
 Broisses|031v|Broisses|p031v_2
 shale|031v|Paindre d’aprest|p031v_4
 hammer|032r|The body of the cuirass|p032r_1
 pinceau|032r|For layering gold in distemper|p032r_3
 Knife|033r|Knife for cutting the nose or a finger|p033r_1
 well-furbished knife|033r|Knife for cutting the nose or a finger|p033r_1
 nailed|033r|Knife for cutting the nose or a finger|p033r_1
 handle|033r|Knife for cutting the nose or a finger|p033r_1
 knife|033r|Knife for cutting the nose or a finger|p033r_1
 nail|033r|Knife for cutting the nose or a finger|p033r_1
 handle|033r|Knife for cutting the nose or a finger|p033r_1
 handle|033r|Knife for cutting the nose or a finger|p033r_1
 knife|033r|Knife for cutting the nose or a finger|p033r_1
 knife|033r|Knife for cutting the nose or a finger|p033r_1
 handle|033r|Knife for cutting the nose or a finger|p033r_1
 knife|033r|Knife for cutting the nose or a finger|p033r_1
 knife|033r|Knife for cutting the nose or a finger|p033r_1
 candle|033r|For relighting an extinguished candle between your hands without blowing|p033r_2
 stick of well dried between wicker|033r|For relighting an extinguished candle between your hands without blowing|p033r_2
 toothpick|033r|For relighting an extinguished candle between your hands without blowing|p033r_2
 candle|033r|For relighting an extinguished candle between your hands without blowing|p033r_2
 candle|033r|For relighting an extinguished candle between your hands without blowing|p033r_2
 candle|033r|For relighting an extinguished candle between your hands without blowing|p033r_2
 piece of silver|033v|For making it seem that to someone that he has a piece of silver on his forehead|p033v_1
 token|033v|For making it seem that to someone that he has a piece of silver on his forehead|p033v_1
 piece of silver|033v|For making it seem that to someone that he has a piece of silver on his forehead|p033v_1
 ambu|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 funnel of white iron|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 funnel|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 bodkin rounded at the tip & that goes into its handle|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 glass|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 funnel|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 glass|033v|For making blood or wine issue from someone's forehead or from a wall|p033v_2
 bedpost|034r|For telling someone that by putting holding a finger to his forehead, you will prevent him from exiting a chamber|p034r_1
 candlestick|034r|For making a candlestick hold to the wall without making a hole in it|p034r_3
 glass|034r|XHow not to break a glass with a log or a large stick|p034r_4
 log|034r|XHow not to break a glass with a log or a large stick|p034r_4
 large stick|034r|XHow not to break a glass with a log or a large stick|p034r_4
 toothpick|034r|XHow not to break a glass with a log or a large stick|p034r_4
 log|034r|XHow not to break a glass with a log or a large stick|p034r_4
 large stick|034r|XHow not to break a glass with a log or a large stick|p034r_4
 glass|034r|XHow not to break a glass with a log or a large stick|p034r_4
 jewel|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box of boxwood banded with rings|034v|For melting or transmuting a jewel put inside a box|p034v_1
 small box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 large box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather cover of the same length as the box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 boxes|034v|For melting or transmuting a jewel put inside a box|p034v_1
 larger box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 little box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 smaller box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 jewel|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 table|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 table|034v|For melting or transmuting a jewel put inside a box|p034v_1
 jewel|034v|For melting or transmuting a jewel put inside a box|p034v_1
 small box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 smaller box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 jewel|034v|For melting or transmuting a jewel put inside a box|p034v_1
 table|034v|For melting or transmuting a jewel put inside a box|p034v_1
 large box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 leather box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 jewel|034v|For melting or transmuting a jewel put inside a box|p034v_1
 box|034v|For melting or transmuting a jewel put inside a box|p034v_1
 string|035r|For telling someone that you will show teach him something he does not know, and neither do you|p035r_1
 small stick|035r|For telling someone that you will show teach him something he does not know, and neither do you|p035r_1
 bucket|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 knives|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 knives, either kitchen or table|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 pikes, with joists|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 halberd points|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 knife|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 knife|035r|For supporting a bucket of water on the tips of three knives laid down without touching the ground|p035r_2
 pot|035r|For making rabbits come out of a burrow|p035r_4
 grain|035v|For transmuting grain from one vessel to another|p035v_2
 vessel|035v|For transmuting grain from one vessel to another|p035v_2
 small wooden bushels|035v|For transmuting grain from one vessel to another|p035v_2
 knife|035v|For transmuting grain from one vessel to another|p035v_2
 wooden bell|035v|For transmuting grain from one vessel to another|p035v_2
 piece of leather|035v|For transmuting grain from one vessel to another|p035v_2
 bell|035v|For transmuting grain from one vessel to another|p035v_2
 bag|035v|For transmuting grain from one vessel to another|p035v_2
 napkin|035v|For transmuting grain from one vessel to another|p035v_2
 folded handkerchief|035v|For transmuting grain from one vessel to another|p035v_2
 conjuror’s pouch|035v|For transmuting grain from one vessel to another|p035v_2
 bushel|035v|For transmuting grain from one vessel to another|p035v_2
 napkin|035v|For transmuting grain from one vessel to another|p035v_2
 hat|035v|For transmuting grain from one vessel to another|p035v_2
 bel|035v|For transmuting grain from one vessel to another|p035v_2
 table|035v|For transmuting grain from one vessel to another|p035v_2
 white leather of the color of the wood|035v|For transmuting grain from one vessel to another|p035v_2
 bushel|035v|For transmuting grain from one vessel to another|p035v_2
 hat|035v|For transmuting grain from one vessel to another|p035v_2
 bell|035v|For transmuting grain from one vessel to another|p035v_2
 table|035v|For transmuting grain from one vessel to another|p035v_2
 piece of leather|035v|For transmuting grain from one vessel to another|p035v_2
 hat|035v|For transmuting grain from one vessel to another|p035v_2
 bushel|035v|For transmuting grain from one vessel to another|p035v_2
 bell|035v|For transmuting grain from one vessel to another|p035v_2
 piece of leather|035v|For transmuting grain from one vessel to another|p035v_2
 bag|036r||p035v_2
 pouch|036r||p035v_2
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 thimble|036r|For transmuting a ball into a thimble, cunning|p036r_1
 small sheath of plain leather, such as cow or morocco|036r|For transmuting a ball into a thimble, cunning|p036r_1
 boxwood balls|036r|For transmuting a ball into a thimble, cunning|p036r_1
 thimble|036r|For transmuting a ball into a thimble, cunning|p036r_1
 leather sheath|036r|For transmuting a ball into a thimble, cunning|p036r_1
 table|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 stick|036r|For transmuting a ball into a thimble, cunning|p036r_1
 leather sheath|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 thimble|036r|For transmuting a ball into a thimble, cunning|p036r_1
 little & ring fingers|036r|For transmuting a ball into a thimble, cunning|p036r_1
 right hand|036r|For transmuting a ball into a thimble, cunning|p036r_1
 stick|036r|For transmuting a ball into a thimble, cunning|p036r_1
 leather sheath|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 leather mold|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 thimble|036r|For transmuting a ball into a thimble, cunning|p036r_1
 table|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 table|036r|For transmuting a ball into a thimble, cunning|p036r_1
 table|036r|For transmuting a ball into a thimble, cunning|p036r_1
 leather sheath|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 sheath|036r|For transmuting a ball into a thimble, cunning|p036r_1
 ball|036r|For transmuting a ball into a thimble, cunning|p036r_1
 sheath|036r|For transmuting a ball into a thimble, cunning|p036r_1
 thimble|036r|For transmuting a ball into a thimble, cunning|p036r_1
 air furnace|036v|Founder|p036v_1
 crucible|036v|Founder|p036v_1
 wood furnace|036v|Founder|p036v_1
 bellows furnace|036v|Founder|p036v_1
 bellows|036v|Founder|p036v_1
 Four à vent|036v|Four à vent|p036v_2
 crucible|036v|Four à vent|p036v_2
 pincers|036v|Four à vent|p036v_2
 stone|036v|Glassworkers' glass|p036v_3
 platine|036v|Glassworkers' glass|p036v_3
 furnace|036v|Glassworkers' glass|p036v_3
 thick round iron stick|036v|Glassworkers' glass|p036v_3
 furnace|036v|Glassworkers' glass|p036v_3
 candle|036v|Glassworkers' glass|p036v_3
 plane|036v|Glassworkers' glass|p036v_3
 candle|036v|Glassworkers' glass|p036v_3
 hot iron|036v|Glassworkers' glass|p036v_3
 hammer|037r|Founder|p037r_1
 case of iron or metal|037r|Foil backings for the gemstones|p037r_3
 candles|037r|For keeping candles from dripping and making them white|p037r_4
 mold|037r|For keeping candles from dripping and making them white|p037r_4
 candles|037r|For keeping candles from dripping and making them white|p037r_4
 pickaxe|037v|Gardener|p037v_1
 file|037v|Yellow Amber|p037v_3
 cord|037v|Yellow Amber|p037v_3
 tripoli from Bretagne|037v|Yellow Amber|p037v_3
 finger|037v|Yellow Amber|p037v_3
 leather|037v|Yellow Amber|p037v_3
 cane|037v|Yellow Amber|p037v_3
 file|038r|Sapphire|p038r_1
 file|038r|Amber|p038r_4
 wheel|038r|Amber|p038r_4
 willow stick|038r|Amber|p038r_4
 wheel of soft wood|038r|Amber|p038r_4
 Pestle|038v|Against nose bleeding and for dyeing|p038v_2
 crucible|039r|Goldsmith|p039r_1
 iron shovels|039r|Pastel woad|p039r_2
